Gene,Wtrep1,Wtrep2,Wtrep3,Kocna1rep1,Kocna1rep2,Kocrz1rep1,Kocrz1rep2,Kocrz1rep3,pmc1005,pmc1006,pmc1007,Wtpmc1008,Wtpmc1009,Wtpmc1010
CNAG_05298,402,831,796,885,681,431,1112,849,1,3,10,8,4,6
CNAG_05299,937,395,392,256,186,386,564,344,0,5,10,7,4,11
CNAG_05300,565,600,425,940,677,413,1123,723,9,12,15,14,10,17
CNAG_05301,3390,6159,4344,7319,5230,2860,8891,5078,15,35,44,44,32,34
CNAG_05302,1189,1270,950,809,572,953,916,827,9,27,23,32,24,38
CNAG_05303,49,83,100,178,128,58,236,161,6,27,22,15,15,23
CNAG_05304,536,641,950,922,605,565,979,1045,9,18,24,4,3,3
CNAG_05305,0,8,9,11,1,0,1,10,1,1,0,0,0,0
CNAG_05306,584,717,861,926,708,565,1114,846,5,23,23,17,14,17
CNAG_05307,2324,3273,2760,3167,2549,1826,4425,3241,10,20,18,15,11,15
CNAG_05308,2454,3918,4177,3732,3386,1953,5457,3818,13,47,35,10,6,24
CNAG_05309,2757,2866,2708,2054,2076,2437,4482,3174,6,18,28,45,37,42
CNAG_05310,465,320,378,231,151,227,437,300,2,5,7,2,2,2
CNAG_05311,5293,7835,6002,8086,6868,4423,10853,7160,24,55,77,74,59,67
CNAG_05312,55,210,81,76,32,68,132,90,36,75,98,119,76,105
CNAG_05313,1369,2773,2923,3267,2284,1439,3868,3518,18,41,39,36,21,38
CNAG_05314,2407,4376,3683,4795,3398,2300,5610,3614,19,79,78,76,58,91
CNAG_05315,123,248,166,336,254,94,347,271,3,9,8,6,4,6
CNAG_05316,278,886,669,1300,829,366,1044,743,9,19,33,24,11,22
CNAG_05317,510,1516,1071,1972,1228,482,1910,1204,4,29,31,19,15,14
CNAG_05318,212,596,414,623,467,243,728,474,2,5,8,9,8,9
CNAG_05319,2205,1648,2011,1480,1095,1773,1871,1472,7,39,40,21,12,25
CNAG_05320,276,508,569,361,229,311,626,480,7,12,6,8,7,8
CNAG_05321,480,522,664,751,387,791,653,658,4,18,19,5,2,5
CNAG_05324,17,63,34,93,35,23,76,37,4,2,5,7,9,10
CNAG_05325,313,559,663,533,415,179,548,412,2,4,5,7,5,10
CNAG_05326,673,564,624,475,270,235,431,295,0,5,4,6,1,4
CNAG_05327,366,991,611,1437,990,385,1425,894,8,28,31,16,19,23
CNAG_05329,128,224,117,502,315,192,309,169,0,0,0,2,1,0
CNAG_05330,7,7,7,11,7,4,8,2,1,2,2,0,0,0
CNAG_05331,13,22,37,6,4,27,77,54,2,3,3,0,0,0
CNAG_05332,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CNAG_05333,49,60,42,31,29,100,154,80,0,4,6,6,10,11
CNAG_05334,34,68,60,111,77,28,91,108,0,1,0,0,0,0
CNAG_05335,0,0,0,0,0,2,0,0,0,0,0,0,0,0
CNAG_05336,2872,1949,2520,1478,1217,2268,2813,2183,6,24,27,17,17,19
CNAG_05337,5912,2690,3132,2092,1659,3598,3638,2805,10,29,32,17,19,25
CNAG_05338,1030,770,991,1291,883,859,1512,1281,3,17,8,3,6,3
CNAG_05339,6261,3282,4180,8106,3972,8105,5287,4610,14,21,18,18,18,15
CNAG_05340,662,403,400,483,327,543,578,458,3,10,11,5,4,2
CNAG_05341,498,474,500,337,361,417,714,608,2,7,15,4,3,1
CNAG_05342,3043,1642,2120,2345,1659,2730,2749,2074,9,22,33,13,19,17
CNAG_05343,829,2100,1757,2314,1527,670,2056,1459,16,42,31,32,20,33
CNAG_05344,6813,4600,5551,5389,4290,6026,6803,5381,17,36,45,35,25,25
CNAG_05345,2,1,4,1,1,0,1,1,0,0,0,0,0,0
CNAG_05346,856,709,777,884,597,654,850,724,2,4,17,11,4,10
CNAG_05348,3437,7741,8294,7841,5176,2148,8034,5431,47,108,108,71,45,66
CNAG_05349,4231,5639,6457,4582,3719,3701,7208,5141,19,53,74,71,44,61
CNAG_05350,2045,1389,1393,3171,2177,2686,2811,2307,7,29,27,32,30,35
CNAG_05351,10288,15251,14621,13292,9605,6793,17581,10087,64,149,130,103,91,131
CNAG_05352,3674,4432,5276,4522,3423,1848,4466,3140,38,99,94,44,29,33
CNAG_05353,1907,4410,2850,3982,3342,1712,5733,3461,14,28,22,19,20,33
CNAG_05354,408,1031,830,1491,961,297,1537,938,6,7,24,13,4,10
CNAG_05355,7291,11365,13059,11434,8656,5373,13263,9841,88,247,233,141,99,167
CNAG_05356,41,47,36,32,47,71,66,55,4,2,2,0,2,2
CNAG_05357,0,1,0,3,0,0,1,1,0,0,0,0,0,0
CNAG_05358,21,54,29,15,17,3,21,28,0,2,1,0,0,1
CNAG_05359,1421,878,835,1188,818,1564,1155,1051,5,12,15,13,15,17
CNAG_05360,82,427,193,433,418,153,574,434,9,24,29,54,33,38
CNAG_05363,2534,4080,3982,4415,2987,1960,5924,3686,10,38,40,28,12,30
CNAG_05364,902,710,751,695,519,518,830,727,1,9,6,18,9,10
CNAG_05365,522,1368,1063,1553,1221,499,1807,1108,21,51,52,72,63,105
CNAG_05366,6410,11869,11405,11356,10205,7205,16512,12210,17,63,68,55,47,53
CNAG_05367,4382,2711,2745,2204,1786,3294,3649,3013,5,11,11,23,12,20
CNAG_05369,613,738,627,926,621,444,906,639,2,11,7,6,7,3
CNAG_05370,332,965,721,1165,852,244,1267,783,16,29,35,16,22,20
CNAG_05371,204,685,466,769,550,342,864,664,12,13,28,49,40,44
CNAG_05372,342,1530,569,1926,1580,416,1990,1049,8,44,37,38,37,43
CNAG_05373,261,344,355,418,255,175,596,435,0,3,4,4,0,1
CNAG_05374,260,1076,480,1683,1309,286,1515,927,3,15,20,17,16,26
CNAG_05375,6198,8020,8375,9186,7015,5587,12701,8383,72,206,278,247,216,263
CNAG_05376,466,649,582,886,579,419,1037,744,6,14,6,13,6,13
CNAG_05377,144,250,242,231,179,148,347,270,0,2,1,1,2,0
CNAG_05378,332,492,463,401,293,355,510,370,6,11,4,7,5,4
CNAG_05379,1553,2531,2140,3621,3134,1323,4815,3433,6,6,6,16,13,20
CNAG_05380,1627,2993,2318,3308,2602,1429,4002,2995,18,40,44,34,26,34
CNAG_05381,70,112,64,61,59,39,102,89,1,3,0,0,1,2
CNAG_05383,9239,5219,5948,2335,1945,5320,8669,5576,5,15,25,10,20,13
CNAG_05384,1774,3626,2998,5277,3385,1962,5610,3477,20,57,61,15,15,42
CNAG_05385,1377,2130,1520,2072,1543,1095,2944,1870,6,12,18,14,9,16
CNAG_05386,574,856,934,422,264,430,992,731,2,3,4,2,2,0
CNAG_05387,7840,4703,4196,908,1097,7431,11515,5690,58,129,160,329,290,358
CNAG_05388,9434,2927,3519,2672,2395,4969,4290,3587,0,5,3,3,4,4
CNAG_05389,6570,3686,4175,3725,3148,5339,5083,3972,18,37,34,23,18,28
CNAG_05390,758,1328,1251,1349,839,645,1965,1242,4,23,25,17,20,17
CNAG_05391,294,820,603,947,702,378,1213,918,4,2,4,0,3,4
CNAG_05392,208,559,352,481,367,199,589,429,8,22,24,7,9,7
CNAG_05393,525,1046,732,1127,725,392,1404,958,5,11,7,11,3,19
CNAG_05394,447,1067,735,1479,988,377,1352,882,4,12,12,12,6,10
CNAG_05395,1084,2063,1847,2029,1309,649,2467,1487,10,23,33,18,11,16
CNAG_05396,5066,2150,2874,3199,1986,4896,3458,2778,11,17,23,7,2,10
CNAG_05397,780,374,556,622,347,1331,904,864,0,6,6,4,2,5
CNAG_05398,1835,4357,2889,4596,2795,1451,4830,2700,17,37,30,43,40,46
CNAG_05399,137,39,66,37,19,115,53,47,0,1,1,3,0,0
CNAG_05400,5002,4483,6484,3951,3172,3616,5292,4329,6,23,25,24,18,23
CNAG_05401,39,121,179,156,102,56,140,128,2,3,8,11,12,22
CNAG_05402,235,323,360,426,319,545,500,527,9,45,48,99,66,73
CNAG_05403,758,536,667,672,438,592,719,584,1,4,6,2,2,7
CNAG_05404,991,3143,2231,3015,2483,877,3434,2578,11,16,31,13,13,18
CNAG_05405,1140,969,1043,1018,578,812,1322,1064,4,10,8,7,4,10
CNAG_05406,439,467,484,527,384,368,700,531,1,6,2,2,3,4
CNAG_05407,1712,1558,1783,2495,1773,1514,2224,1809,28,27,38,22,14,32
CNAG_05408,3959,3891,5008,3353,2550,3555,6452,5172,39,118,95,98,76,104
CNAG_05409,864,743,695,766,556,944,1070,828,2,4,6,7,1,6
CNAG_05410,2710,2695,2763,2481,2155,1993,3791,2782,4,18,44,15,20,17
CNAG_05411,2814,4942,4748,3524,2394,893,2759,1874,20,54,66,33,27,35
CNAG_05412,132,176,140,74,50,3,25,23,3,4,5,5,2,5
CNAG_05413,303,722,659,893,650,288,995,756,4,5,3,4,5,5
CNAG_05414,552,496,497,589,357,438,588,558,0,2,4,2,5,2
CNAG_05415,304,855,508,836,517,332,952,703,10,14,6,3,2,3
CNAG_05416,2674,3795,3585,5191,3546,2260,5764,3748,39,108,113,83,60,72
CNAG_05419,1580,2253,2043,2681,2083,1079,2840,1920,9,11,13,18,22,25
CNAG_05420,40,150,105,127,91,53,202,141,3,2,3,0,1,3
CNAG_05421,637,1045,957,1097,838,566,1156,932,5,18,15,11,4,6
CNAG_05422,1362,2700,2181,1753,1519,1130,3406,2289,7,12,14,11,6,13
CNAG_05423,1572,1436,2010,1152,741,879,1383,1260,4,19,16,14,4,13
CNAG_05424,11322,19930,22063,23363,15332,7840,22932,16141,205,529,691,531,470,547
CNAG_05425,735,10909,3434,4272,4277,954,9115,3912,86,284,316,348,255,326
CNAG_05426,430,200,219,275,151,303,254,222,2,7,4,3,3,3
CNAG_05427,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CNAG_05428,1623,2621,2228,2438,2216,1337,3900,2641,9,15,30,19,15,27
CNAG_05429,30,27,43,58,38,23,40,39,0,0,0,0,0,0
CNAG_05430,1085,912,1154,1485,1059,1329,1297,1360,1,16,13,10,4,6
CNAG_05431,2809,4093,4846,5207,3937,2225,4060,3554,73,173,170,120,83,126
CNAG_05432,46,214,139,385,232,57,264,264,0,1,0,1,0,0
CNAG_05434,2835,4213,4396,5095,3432,2194,6726,4278,8,36,26,40,32,39
CNAG_05435,1378,1448,2069,1982,1854,1499,2349,1733,1,9,9,10,1,2
CNAG_05436,1546,2712,2656,1814,1513,1268,3234,2793,4,4,2,4,0,1
CNAG_05437,2474,4113,3629,4932,2986,2397,6234,3402,19,54,62,63,37,72
CNAG_05438,73,172,221,221,161,88,265,231,8,11,13,29,9,30
CNAG_05439,247,539,507,886,575,192,722,471,4,8,8,5,5,8
CNAG_05440,1609,2076,2129,2623,1762,1103,3024,1901,3,21,22,12,7,12
CNAG_05441,617,1173,1332,1167,765,572,1354,1116,3,16,15,8,9,10
CNAG_05442,3404,5609,7126,8326,5424,2951,9012,7026,37,123,139,64,47,53
CNAG_05443,470,574,523,529,385,457,805,675,1,2,3,3,1,2
CNAG_05444,2057,1655,2435,1069,783,1659,2044,1625,2,10,12,13,10,17
CNAG_05445,875,1706,1598,1916,1589,872,2419,1891,5,17,10,12,9,13
CNAG_05446,1710,3132,3159,4294,3258,2226,4480,3829,19,48,54,43,33,47
CNAG_05447,2629,1695,2218,1765,1245,1714,2071,1957,2,11,11,9,8,13
CNAG_05448,66,47,78,5,6,26,20,18,0,0,1,0,1,0
CNAG_05449,87124,14239,35630,8529,6239,77724,28716,30066,32,100,101,78,62,74
CNAG_05450,40,35,40,29,27,16,56,56,0,1,0,3,0,2
CNAG_05451,1547,899,920,1165,795,1023,1345,1133,3,8,4,4,1,6
CNAG_05452,91,407,360,343,330,114,442,309,1,3,2,2,3,1
CNAG_05453,838,615,581,757,466,814,680,683,0,5,7,3,1,6
CNAG_05454,6,8,10,23,5,5,15,12,0,1,1,1,1,1
CNAG_05455,14919,8246,10794,8499,6062,12325,12559,10364,53,145,176,138,95,113
CNAG_05456,1500,1411,1596,1335,1052,1221,1826,1449,4,9,16,15,9,17
CNAG_05457,3648,5778,6459,18239,10635,5171,9436,7731,38,111,116,104,84,97
CNAG_05458,749,1250,1382,342,270,237,654,462,12,44,45,51,40,50
CNAG_05459,719,1314,1624,1582,1469,1161,2803,2038,27,73,89,159,135,214
CNAG_05460,2623,1595,1373,1410,1137,1776,2174,1604,3,12,16,5,7,7
CNAG_05461,251,403,281,414,293,202,471,395,4,5,1,4,5,7
CNAG_05462,20691,20233,21082,17111,12161,18153,31232,19724,81,251,220,400,276,369
CNAG_05463,1604,4281,3051,4139,2831,1468,5937,3302,8,36,32,22,35,22
CNAG_05464,966,1809,1938,1960,1095,855,2716,1762,4,10,10,10,8,11
CNAG_05465,1617,6552,4145,6483,4408,1883,8112,3786,79,241,302,541,355,514
CNAG_05466,15,15,12,13,9,2,15,19,0,0,0,0,0,0
CNAG_05467,13,15,15,28,10,10,18,23,0,0,0,0,0,0
CNAG_05468,299,874,746,1332,891,351,1354,881,14,31,32,32,11,25
CNAG_05469,8569,6337,9641,5365,4523,5661,7901,6406,12,38,56,12,9,17
CNAG_05470,1025,2342,1719,2463,1982,842,2879,2181,4,5,10,5,7,10
CNAG_05471,668,1180,1027,1143,871,586,1601,1238,4,7,7,10,13,10
CNAG_05472,425,249,452,230,144,318,266,344,0,15,6,3,0,2
CNAG_05473,86,206,118,192,159,51,232,174,0,4,3,14,8,14
CNAG_05475,3127,5369,4351,9763,5250,2518,7565,4586,24,77,66,49,40,47
CNAG_05476,156,363,289,519,303,134,530,371,4,1,1,6,2,7
CNAG_05477,945,2019,1601,2548,1864,920,2939,1947,11,21,23,21,16,27
CNAG_05478,8672,3187,3716,3251,2707,8261,4203,3691,15,41,38,22,11,18
CNAG_05479,219,280,300,441,303,331,450,417,11,26,44,15,17,18
CNAG_05480,4549,10799,8242,7588,5943,3560,13712,7849,47,117,136,217,150,223
CNAG_05482,3583,1838,1996,1406,989,2818,2537,2073,0,4,4,4,2,3
CNAG_05483,1980,1660,1708,1745,1325,1338,2269,1892,2,11,5,16,7,8
CNAG_05484,788,1736,1562,2139,1470,779,2645,2026,9,21,34,9,8,15
CNAG_05485,1,15,13,9,16,15,18,14,0,0,0,0,0,0
CNAG_05486,1707,3512,3351,3504,3096,1526,4853,3564,8,32,23,34,19,44
CNAG_05487,33,56,19,45,50,18,73,55,0,0,1,1,0,0
CNAG_05496,4575,12975,7080,6213,5228,4339,13307,7975,20,54,76,114,62,90
CNAG_05497,3884,7662,6189,6222,5395,4991,10280,7090,15,74,73,138,114,166
CNAG_05498,636,1317,906,1359,990,478,1602,1168,6,7,14,11,2,12
CNAG_05499,1643,1001,1078,1323,1100,2014,1785,1462,8,20,22,19,8,17
CNAG_05500,2120,1688,1673,2344,1334,1796,1976,1857,3,12,9,9,9,8
CNAG_05501,382,272,358,275,178,246,314,258,3,1,8,5,3,6
CNAG_05502,1678,2734,2731,3055,2449,1575,3683,2716,37,80,96,66,69,81
CNAG_05503,313,776,628,1008,626,279,902,753,4,17,10,10,3,9
CNAG_05504,2696,4925,4112,7687,4860,2833,7119,4895,14,35,51,26,28,20
CNAG_05505,4112,2079,2155,2380,1682,2894,2659,2385,3,9,9,9,4,8
CNAG_05507,5805,2866,3217,2637,2368,6339,4301,3642,6,22,31,24,21,35
CNAG_05508,492,608,891,745,479,449,907,908,5,13,14,13,8,5
CNAG_05509,2240,2117,1785,1161,1004,2098,1646,1136,11,61,54,78,44,80
CNAG_05510,1429,1849,1732,2814,1781,1372,2483,1934,15,44,50,44,33,39
CNAG_05511,3430,6207,5785,7329,5236,2916,8651,5733,28,45,54,35,23,41
CNAG_05512,1962,3202,2754,2844,2124,2361,4173,3118,9,14,9,19,9,14
CNAG_05513,1078,1873,1354,1985,1467,823,2196,1692,13,19,20,7,4,10
CNAG_05514,28,143,66,351,219,61,204,230,0,0,1,5,0,3
CNAG_05515,853,3567,2061,7089,5020,702,4822,3349,42,69,73,114,98,119
CNAG_05516,306,966,559,885,656,259,1023,684,4,17,15,10,7,14
CNAG_05517,3142,3904,3915,4471,3595,2596,5924,3892,13,42,69,29,34,28
CNAG_05518,2291,2647,2628,2650,2008,1919,3293,2506,11,26,27,14,10,9
CNAG_05519,387,703,494,550,557,304,957,669,4,9,5,5,5,8
CNAG_05520,1139,897,1115,629,382,494,950,753,4,9,9,6,6,9
CNAG_05521,26044,22302,28855,11030,7610,6670,19653,12792,50,145,193,168,131,168
CNAG_05522,1325,812,841,655,533,887,1219,851,3,9,11,8,6,17
CNAG_05523,66,76,67,41,35,54,97,94,0,0,1,1,0,0
CNAG_05524,1765,2124,1677,2014,1621,1552,2936,1858,9,51,31,31,19,27
CNAG_05525,2328,8342,6570,7313,5060,3207,12406,6323,43,212,278,488,354,414
CNAG_05526,2166,1634,1900,1738,1275,1543,1954,1686,2,11,11,11,5,5
CNAG_05527,1076,3378,2858,3375,2829,1232,4214,3031,17,22,34,28,24,36
CNAG_05528,105,137,192,130,78,117,187,196,1,2,5,1,3,0
CNAG_05529,252,754,610,829,691,270,1033,686,4,18,10,8,8,7
CNAG_05530,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CNAG_05531,4800,4162,3752,2811,2707,3402,6669,4526,3,16,8,8,1,5
CNAG_05532,86,192,130,256,161,89,253,178,0,1,1,0,0,0
CNAG_05533,1786,2415,3354,3471,2506,1680,4028,3052,4,25,30,12,6,9
CNAG_05534,3358,3164,3304,3344,2804,2794,5107,3726,3,24,15,24,16,21
CNAG_05535,372,861,914,868,637,330,838,745,16,25,36,57,30,53
CNAG_05536,468,475,393,648,451,614,535,382,6,9,6,3,2,1
CNAG_05537,444,1308,1204,1425,1051,507,1740,1340,1,11,17,15,6,9
CNAG_05538,1001,1437,1271,1334,973,846,1980,1635,6,8,11,9,14,11
CNAG_05539,560,1460,1066,2077,1748,518,2301,1471,6,14,10,13,12,18
CNAG_05540,4637,11252,8085,9743,8200,3634,15464,8967,20,97,148,149,111,153
CNAG_05541,440,845,716,1080,729,289,1016,732,3,26,14,13,8,24
CNAG_05542,14,8,17,44,10,27,15,20,0,1,2,0,0,0
CNAG_05543,92,149,194,89,72,53,122,123,1,3,3,6,3,3
CNAG_05544,1630,1066,1503,4037,1565,1345,1835,1625,9,21,20,7,5,9
CNAG_05545,909,790,734,1008,589,966,1088,773,3,15,20,5,3,6
CNAG_05546,497,1063,937,1547,1226,391,1550,1051,8,13,28,22,9,15
CNAG_05547,24,34,56,38,29,10,46,27,0,1,0,0,0,1
CNAG_05548,892,442,618,3253,1441,1336,874,898,4,7,15,2,4,5
CNAG_05549,474,913,766,1055,732,362,1159,898,2,2,5,9,3,6
CNAG_05550,1000,3533,2642,4001,2559,481,2512,1731,61,136,141,105,76,90
CNAG_05551,769,1695,1324,1788,1428,865,2062,1744,3,8,11,9,7,17
CNAG_05552,1155,4863,3193,5367,4163,1216,6276,3620,19,70,92,61,43,69
CNAG_05553,768,837,785,1050,729,694,1243,843,5,11,9,9,11,10
CNAG_05554,1167,1602,1552,2906,1128,838,2606,1260,12,31,43,32,27,28
CNAG_05555,4468,12982,10210,14543,10270,5506,16433,8828,112,408,509,717,528,787
CNAG_05556,1683,5205,3639,5971,3584,4916,7407,3378,65,125,137,251,180,210
CNAG_05557,308,992,884,1396,901,292,1248,873,5,25,30,18,24,30
CNAG_05558,261,1353,845,1637,1216,348,1659,1144,18,40,51,22,28,40
CNAG_05559,3098,4472,4132,4092,3438,2868,6819,4359,6,24,29,11,9,20
CNAG_05562,873,1878,1536,2257,1744,886,2624,1842,16,30,29,24,14,19
CNAG_05563,193,761,867,777,529,282,1025,897,6,5,16,12,4,7
CNAG_05564,711,1293,1062,1376,1017,507,1842,1266,7,15,14,8,7,17
CNAG_05565,7,54,8,10,29,1,48,27,0,1,1,0,0,0
CNAG_05566,1504,956,995,863,674,1817,1423,1120,0,7,11,12,2,5
CNAG_05567,1907,1257,1188,2125,1423,2066,1752,1580,9,10,14,9,3,8
CNAG_05568,1051,1377,1402,1741,1147,916,2234,1522,3,7,9,10,5,4
CNAG_05569,1620,1285,1287,1492,1027,1738,1955,1328,3,6,3,5,0,2
CNAG_05570,781,1728,1476,2111,1536,768,2499,1531,11,28,23,6,12,13
CNAG_05571,192,1390,993,1149,934,381,1600,1168,9,37,52,76,56,83
CNAG_05572,1390,1849,1824,1778,1321,1180,3100,1926,9,23,16,11,9,10
CNAG_05573,17,5,5,12,4,11,9,11,0,0,0,0,0,0
CNAG_05574,2142,1692,2373,1484,1007,1703,2005,1703,6,12,14,4,2,7
CNAG_05575,1576,1732,1721,3049,1898,1416,2641,1834,12,25,38,9,7,13
CNAG_05576,57,282,136,426,282,68,467,249,4,11,14,3,4,2
CNAG_05577,985,1687,1369,2027,1731,839,2401,1742,6,9,16,6,4,7
CNAG_05578,664,865,972,1119,705,447,1278,864,4,4,6,4,7,16
CNAG_05579,3215,5020,4983,6025,4976,3274,7774,5413,15,31,55,36,35,51
CNAG_05580,35,16,4,42,9,9,36,16,1,0,2,0,1,1
CNAG_05581,3519,11922,10307,8263,6393,1486,8258,5150,96,166,230,144,108,146
CNAG_05582,157,236,183,250,181,158,211,218,2,6,10,3,4,1
CNAG_05583,423,973,939,1004,666,450,1422,1137,6,18,20,18,7,17
CNAG_05584,1019,883,983,942,659,742,1150,852,1,7,10,9,7,9
CNAG_05585,3284,2118,2213,2066,1592,2419,2656,2257,6,31,26,14,20,18
CNAG_05586,1074,1106,1228,933,723,750,1331,1070,2,7,5,24,9,21
CNAG_05587,5130,6338,7063,8183,5688,4001,7812,5655,19,54,56,52,42,53
CNAG_05588,1275,4017,3092,3751,2985,982,4430,2802,8,32,20,9,16,19
CNAG_05590,1216,2495,1512,3804,4162,1385,5878,3625,24,55,68,211,152,178
CNAG_05591,212,631,361,1161,783,206,1096,765,7,22,17,19,11,26
CNAG_05592,27424,38791,50420,27311,24122,13672,39407,27187,68,165,182,93,59,98
CNAG_05595,638,1068,1044,728,560,435,1036,673,20,91,83,84,69,104
CNAG_05596,3753,3642,3864,5191,3399,3328,5704,4230,30,105,123,119,97,111
CNAG_05597,185,384,340,311,301,221,542,361,5,12,21,21,15,19
CNAG_05598,1896,2623,1941,1631,1568,1538,3804,2244,2,15,23,24,31,39
CNAG_05599,1533,771,968,696,513,1119,1412,1036,7,29,23,19,17,8
CNAG_05600,2499,3134,3942,3326,2338,1970,3414,2486,14,39,59,29,13,20
CNAG_05601,4581,6143,8050,4838,4016,3341,7291,5565,12,15,24,14,5,7
CNAG_05602,282,796,620,1554,1768,467,1761,977,19,75,106,96,71,109
CNAG_05603,119,493,340,442,320,112,646,407,8,20,19,31,22,31
CNAG_05604,453,777,679,1024,638,393,1103,674,5,15,12,17,15,14
CNAG_05605,839,859,706,983,679,915,1125,1005,0,4,9,14,8,13
CNAG_05606,390,726,545,744,514,464,1052,692,5,20,18,18,11,24
CNAG_05607,4997,3219,4301,3350,3162,3237,6160,4183,10,18,38,7,3,11
CNAG_05608,3365,1611,1990,969,1015,1764,2707,2171,8,15,20,27,19,14
CNAG_05609,475,1288,893,1475,1115,444,1621,1024,4,21,24,33,14,21
CNAG_05610,939,1043,963,1124,809,750,1348,932,5,15,10,8,4,3
CNAG_05611,3267,1881,1926,2264,1717,2436,2672,1942,18,22,29,20,14,20
CNAG_05612,728,950,943,932,706,409,1277,1000,5,9,9,9,3,3
CNAG_05613,3210,8659,6718,7846,6269,2198,9406,5452,26,45,63,30,17,29
CNAG_05614,842,1217,1227,1896,1081,674,1875,1159,9,23,25,16,10,23
CNAG_05615,15107,13657,15702,9462,6302,4771,9467,6138,51,146,154,87,54,72
CNAG_05616,2315,5046,4416,4414,3783,1867,7283,4881,7,13,18,22,27,26
CNAG_05617,591,1708,1110,1786,1411,483,2123,1391,11,14,14,21,18,21
CNAG_05618,802,1740,1209,3359,2122,772,2452,1492,16,43,41,27,20,43
CNAG_05619,3436,1962,2564,1760,1327,2651,2661,2520,9,25,14,31,19,19
CNAG_05620,2736,3187,3434,5426,3964,2376,5117,3787,16,43,35,20,12,29
CNAG_05621,769,1197,1013,1382,956,796,1783,1188,7,15,22,24,18,27
CNAG_05622,724,1631,1399,1611,1361,667,2183,1583,4,19,14,11,4,7
CNAG_05623,3203,5173,3298,3334,2515,2935,6251,3685,18,43,35,81,43,73
CNAG_05624,1330,1478,1462,1234,954,1394,1824,1496,6,9,15,12,5,15
CNAG_05626,1017,1660,1715,2195,1755,1200,3162,2107,6,24,24,29,20,39
CNAG_05627,40,352,220,332,314,220,556,470,8,26,21,28,28,34
CNAG_05628,978,1505,1521,2596,1621,783,2257,1751,8,12,13,12,3,8
CNAG_05629,904,1830,1346,2098,1572,1163,2528,1716,13,40,34,36,27,37
CNAG_05630,4516,2110,2629,2405,1756,4361,2836,2629,8,23,21,7,5,11
CNAG_05631,5521,7892,7598,11736,7438,5128,12909,7341,51,120,140,170,106,133
CNAG_05632,1113,699,1146,163,114,276,324,257,4,22,22,6,4,3
CNAG_05633,2809,3673,4160,4195,2793,2925,5284,3951,13,34,20,28,33,28
CNAG_05634,1644,2472,2258,2537,2032,1470,3212,2109,12,23,26,10,19,27
CNAG_05635,543,802,787,1057,547,505,1035,667,4,11,18,28,13,17
CNAG_05636,650,613,622,1010,535,553,832,616,5,9,20,10,9,9
CNAG_05637,144,606,342,1415,1047,126,1004,660,13,16,26,24,27,22
CNAG_05638,6654,13974,12168,18656,14200,5419,22387,13755,26,93,138,111,84,99
CNAG_05639,1868,2444,2269,4240,3476,1444,3461,2497,12,30,34,28,16,34
CNAG_05640,5323,2417,3325,3753,2916,5220,3629,3701,15,25,39,37,30,43
CNAG_05641,827,590,1141,74,39,103,195,203,2,1,4,10,19,18
CNAG_05642,1006,2656,1963,2830,2367,1023,3601,2388,14,39,30,28,24,22
CNAG_05643,2619,1562,3032,969,631,1547,2228,2069,11,27,28,24,23,21
CNAG_05644,2967,1963,1930,1069,1046,2297,2800,1956,1,17,7,4,9,3
CNAG_05645,6910,5929,6567,5151,4157,5316,8469,6015,15,31,35,18,13,16
CNAG_05646,577,1116,1127,1149,839,443,1425,1153,17,35,36,28,24,36
CNAG_05647,2828,1552,1452,1839,1290,1461,2221,1667,1,9,9,9,1,8
CNAG_05648,1994,2363,2145,2512,1908,1420,3270,2234,4,13,11,16,12,16
CNAG_05649,2446,1438,2053,1943,1678,1779,1959,1849,8,23,19,10,9,6
CNAG_05650,5157,17405,14950,18583,14534,4797,24346,14726,55,171,188,90,73,99
CNAG_05651,48,56,43,94,48,27,84,36,1,1,5,5,5,6
CNAG_05652,3840,3601,3723,1742,1846,1711,3441,2059,21,62,53,39,34,56
CNAG_05653,245,742,420,1448,1085,342,1293,642,202,516,559,193,207,226
CNAG_05654,39584,9300,19150,1226,1161,3103,1607,1566,125,283,263,26,14,23
CNAG_05655,477,710,410,986,832,580,1087,861,0,1,4,1,3,3
CNAG_05656,501,499,498,772,424,410,611,566,1,4,4,0,0,4
CNAG_05657,488,875,430,800,646,265,1203,775,5,16,20,15,10,22
CNAG_05658,359,485,300,323,203,198,673,380,0,1,1,1,0,0
CNAG_05659,10,4,0,3,1,2,11,8,1,0,1,0,0,0
CNAG_05660,36,46,14,14,28,1,51,20,7,4,12,24,19,27
CNAG_05661,264,503,431,530,440,265,718,573,0,5,7,5,4,3
CNAG_05662,148,169,107,66,61,136,393,230,73,187,207,333,301,360
CNAG_05663,3478,5535,5999,5269,3765,2723,7466,5662,46,112,105,74,51,80
CNAG_05664,2270,2532,2586,3208,2204,2934,4072,2937,18,40,51,67,42,55
CNAG_05665,5818,4617,4859,2889,3050,4951,7369,4842,4,12,16,21,10,17
CNAG_05666,13,57,30,13,18,23,41,41,0,0,0,0,1,1
CNAG_05667,554,715,892,904,599,627,890,920,2,10,13,3,4,5
CNAG_05668,16,12,8,4,4,2,14,9,0,0,0,0,0,0
