Gene,Wtrep1,Wtrep2,Wtrep3,Kocna1rep1,Kocna1rep2,Kocrz1rep1,Kocrz1rep2,Kocrz1rep3,pmc1005,pmc1006,pmc1007,Wtpmc1008,Wtpmc1009,Wtpmc1010
CNAG_04909,19,118,126,199,156,64,220,142,3,3,11,12,9,17
CNAG_04911,500,480,517,458,347,505,791,531,0,5,3,7,2,8
CNAG_04912,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CNAG_04913,8544,3599,4394,3509,2404,6887,5136,3931,14,35,39,21,22,19
CNAG_04914,15044,8101,9331,7070,6222,13073,11801,9731,10,30,23,29,38,38
CNAG_04915,65,32,16,28,15,39,43,27,0,1,0,0,0,0
CNAG_04916,164,113,106,66,47,35,66,61,0,1,0,0,0,1
CNAG_04919,451,539,460,968,586,380,578,603,1,3,3,3,1,3
CNAG_04920,5869,4484,5587,2861,2428,3002,5573,4610,11,28,44,43,21,37
CNAG_04921,86,203,126,248,119,116,142,180,0,2,1,0,1,0
CNAG_04922,737,774,765,1045,706,669,883,852,8,18,12,12,9,9
CNAG_04925,4175,3167,3329,3086,2543,3302,4237,3403,9,25,20,22,20,34
CNAG_04926,3071,527,903,219,236,1966,1424,1149,3,4,9,3,2,3
CNAG_04927,322,67,37,50,52,432,196,133,0,0,0,1,0,0
CNAG_04931,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CNAG_04932,612,765,842,695,562,432,842,807,5,6,8,5,4,8
CNAG_04933,281,460,520,578,362,187,419,442,1,6,4,2,1,6
CNAG_04934,10475,9160,11407,9301,5488,5736,11855,8959,10,41,56,98,84,98
CNAG_04935,1506,1976,1947,1706,1465,1336,2476,2219,7,16,24,23,18,17
CNAG_04936,2152,2884,2422,2543,1994,1989,3975,2928,6,22,32,6,8,14
CNAG_04937,189,355,234,406,246,148,399,335,5,6,1,2,1,5
CNAG_04938,9954,6787,8874,3028,2949,5022,8283,5491,16,45,38,34,28,21
CNAG_04939,1896,2696,2283,1799,1744,1017,2214,1637,5,19,20,17,11,13
CNAG_04943,2859,4196,5055,1154,1058,1403,3733,2543,20,35,76,32,32,38
CNAG_04944,4273,4046,5149,3014,2131,2357,4856,4066,38,107,107,75,50,74
CNAG_04945,2417,876,1694,1048,713,1615,867,1107,4,11,15,6,7,11
CNAG_04946,963,586,582,883,611,923,995,789,2,17,7,3,9,4
CNAG_04947,8,18,20,44,22,12,35,28,0,0,1,0,0,0
CNAG_04948,2192,4090,3029,3693,3037,1726,6017,4119,12,31,33,34,30,34
CNAG_04949,691,1379,1533,2225,1329,813,2087,1655,17,47,62,28,24,32
CNAG_04950,3527,3620,4654,4938,3008,1788,3271,2677,35,147,174,67,64,71
CNAG_04951,568,3553,1318,2312,2047,469,2941,1459,23,45,32,222,138,228
CNAG_04952,728,2418,1986,3520,2197,640,3133,2277,18,42,35,31,19,42
CNAG_04953,13962,16334,19728,12462,10906,7304,22008,15840,27,67,69,141,125,144
CNAG_04954,2121,5372,4013,7073,5146,1941,7274,4516,14,17,12,12,10,14
CNAG_04955,2879,2427,2754,2557,1557,2125,3256,2021,10,37,52,40,26,33
CNAG_04956,686,980,1023,947,642,662,1508,1021,2,11,19,9,15,9
CNAG_04957,891,1968,1651,2020,1522,711,2604,1656,9,38,18,21,17,28
CNAG_04958,1727,3234,2201,5074,3470,1488,4856,2920,5,12,25,12,12,21
CNAG_04959,7201,2241,2878,2032,1864,6518,3463,2921,7,8,5,3,4,8
CNAG_04960,108,223,196,431,204,96,246,231,0,2,1,2,5,2
CNAG_04961,1781,2852,2248,3210,2111,1447,3946,2270,16,39,51,43,31,35
CNAG_04962,1214,3165,1704,3004,2921,1084,4015,2491,8,15,18,9,13,14
CNAG_04963,145,1257,422,1825,1922,257,1811,947,7,35,39,139,81,112
CNAG_04967,121,202,180,330,271,158,313,254,6,11,15,6,6,8
CNAG_04968,377,773,508,1108,803,442,1110,769,5,4,5,5,5,14
CNAG_04969,1655,8059,4677,13806,11199,2262,12748,7318,71,255,304,337,234,323
CNAG_04970,10826,3527,5136,3330,2666,6618,5357,4493,5,13,6,9,7,9
CNAG_04973,1585,3811,2763,3311,2968,1281,5011,2997,16,22,35,34,27,25
CNAG_04974,583,1393,1275,1288,988,686,1674,1230,17,37,42,21,18,32
CNAG_04975,2,3,3,27,2,2,20,11,0,0,1,0,0,1
CNAG_04976,2162,3996,3619,5208,3340,2285,5485,3422,45,148,169,212,156,257
CNAG_04977,1401,1968,1803,2007,1299,1074,2608,1928,6,18,23,17,15,17
CNAG_04978,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CNAG_04979,330,471,432,551,444,222,708,585,0,4,6,3,1,9
CNAG_04980,940,1140,1048,1244,971,647,1389,1116,3,8,8,5,8,4
CNAG_04981,14928,20829,23222,5245,6225,6629,25424,14115,11,53,53,132,131,123
CNAG_04982,344,241,200,189,144,281,268,224,2,4,5,1,0,5
CNAG_04983,774,1443,1313,1615,1049,591,1958,1369,9,24,33,21,24,21
CNAG_04984,1702,3275,3087,6437,3635,1969,4986,3168,7,16,27,27,16,26
CNAG_04985,3680,6486,5516,9125,4703,3049,9143,4519,39,92,113,138,119,165
CNAG_04986,3335,2765,2977,3040,2280,2393,4137,3534,6,18,23,23,12,18
CNAG_04987,1159,1164,1355,1215,1117,754,1524,1154,7,6,8,5,9,3
CNAG_04988,0,1,0,0,0,0,4,2,0,0,0,0,0,0
CNAG_04989,4551,2394,3122,2632,2227,3437,4025,3093,2,10,8,10,7,4
CNAG_04990,1570,4046,2848,3013,2645,1339,5156,2905,16,49,51,50,30,44
CNAG_04991,1452,2419,2473,3552,2674,1464,3765,2774,38,102,79,129,121,166
CNAG_04992,1694,1596,1977,1703,1189,1307,2140,1742,5,7,9,17,13,17
CNAG_04993,0,3,4,12,8,10,6,4,0,0,0,0,0,0
CNAG_04994,6534,2354,2671,1860,1625,5676,3099,2507,3,5,16,11,6,7
CNAG_04997,827,1459,1418,2072,1630,767,1922,1569,11,20,22,18,15,21
CNAG_04998,429,515,558,539,356,386,696,559,1,2,4,9,2,3
CNAG_04999,585,426,430,436,302,412,592,435,1,3,7,2,4,2
CNAG_05000,1548,1423,1514,1106,805,1047,1522,1203,2,20,19,9,11,9
CNAG_05001,811,961,977,1415,826,639,1336,1033,4,7,16,6,7,12
CNAG_05002,16,6,4,4,0,15,13,5,0,0,1,0,1,0
CNAG_05003,958,1077,1186,1555,1312,543,1749,1309,7,14,9,21,8,18
CNAG_05004,837,1963,1521,1953,1528,782,2792,2040,7,16,12,25,9,20
CNAG_05005,1305,2351,2365,2381,1653,947,2492,1962,18,47,58,14,19,18
CNAG_05006,898,1035,901,1219,978,883,1414,1150,7,8,6,9,10,12
CNAG_05007,1296,1707,1366,1913,1422,973,2332,1548,6,16,15,20,16,20
CNAG_05008,2269,1352,1588,1312,977,1221,1797,1383,3,10,9,2,4,2
CNAG_05009,237,366,346,556,382,303,570,491,0,1,2,2,1,0
CNAG_05010,5,9,2,7,3,0,4,6,0,0,0,0,0,0
CNAG_05011,1232,1712,1746,1978,1546,1042,2588,1725,5,21,21,10,13,12
CNAG_05012,1094,703,744,766,592,995,935,843,12,29,26,16,17,20
CNAG_05013,7096,8248,6613,12495,9168,6557,11204,7525,55,135,167,130,96,126
CNAG_05015,375,513,468,533,487,276,648,482,0,4,4,0,1,1
CNAG_05016,135,146,70,123,84,71,211,179,2,1,4,2,2,1
CNAG_05017,228,849,819,1191,821,341,1009,812,4,19,22,15,10,14
CNAG_05018,200,206,305,345,204,378,358,327,1,3,10,5,2,1
CNAG_05019,575,1064,848,1182,935,544,1591,932,2,17,23,1,4,6
CNAG_05020,358,629,631,1188,658,350,885,772,3,19,25,15,14,8
CNAG_05021,1,1,0,0,0,0,1,0,0,0,0,0,0,0
CNAG_05022,138,133,149,428,184,148,244,172,0,1,7,4,5,2
CNAG_05023,5155,3682,4219,4485,2915,3281,5502,4108,9,20,34,26,12,23
CNAG_05024,162,364,282,418,282,79,385,274,4,7,17,4,7,10
CNAG_05025,300,811,610,908,580,303,825,508,10,21,25,23,12,15
CNAG_05026,509,774,671,1041,523,480,1026,871,6,18,36,15,15,15
CNAG_05027,515,692,638,695,449,507,779,723,3,10,14,9,5,9
CNAG_05028,516,1989,1613,2868,1910,600,3146,1938,31,102,116,122,73,118
CNAG_05029,489,1046,789,1212,984,401,1459,932,5,10,13,9,5,11
CNAG_05030,605,1229,1126,1399,1021,432,1949,1109,4,6,18,9,7,12
CNAG_05031,2756,2069,2184,1195,1062,1769,3094,1682,15,48,41,43,49,53
CNAG_05032,811,1049,2038,1045,699,95,393,360,23,50,59,13,9,9
CNAG_05033,1677,2827,2537,2806,1892,1623,4080,2885,18,37,51,34,35,56
CNAG_05034,1114,3317,2108,3164,2603,1075,4461,2679,6,17,23,18,13,18
CNAG_05035,1879,2537,2217,2176,1846,1811,3390,2464,3,11,13,10,3,6
CNAG_05036,2828,4021,4233,3419,2441,1170,3210,2305,31,88,98,58,47,53
CNAG_05037,10,11,7,17,14,8,11,8,0,0,0,0,0,0
CNAG_05038,504,1188,965,1979,1101,352,1370,863,4,4,4,10,8,9
CNAG_05039,617,1112,916,1405,827,612,1368,924,9,18,19,17,10,16
CNAG_05040,3,0,0,0,0,0,0,0,0,0,0,0,0,0
CNAG_05041,4335,7194,6560,11578,7462,3248,11751,6524,36,85,103,101,66,106
CNAG_05042,710,870,578,1052,841,802,1549,859,11,20,18,6,7,8
CNAG_05043,636,1889,1485,1852,1396,682,2275,1546,4,11,13,18,7,12
CNAG_05044,323,480,499,497,321,282,622,488,3,6,7,6,5,8
CNAG_05045,209,373,350,395,314,227,484,392,3,9,18,15,8,16
CNAG_05046,26,65,51,73,27,38,56,67,1,1,4,0,1,0
CNAG_05049,670,1225,1133,1167,928,592,1568,1089,10,15,10,10,6,7
CNAG_05050,1780,1822,1687,1614,1268,1460,2701,1834,19,50,42,36,27,25
CNAG_05053,495,1089,918,1268,844,495,1285,1050,3,13,7,5,4,2
CNAG_05055,1598,2182,2769,2909,1959,1537,3189,2757,15,36,48,28,29,28
CNAG_05056,425,635,526,679,488,411,798,559,5,5,9,12,6,6
CNAG_05057,508,557,533,991,658,557,1012,715,13,23,29,13,9,26
CNAG_05058,3740,2432,2960,2412,1840,2620,3284,2747,9,30,34,16,11,16
CNAG_05059,6167,6128,5659,8169,5787,6303,8897,5983,83,272,262,228,196,251
CNAG_05060,1882,1385,1328,975,805,1148,2049,1458,1,4,8,15,8,12
CNAG_05061,72,20,9,20,22,58,38,18,0,0,0,1,0,0
CNAG_05062,788,1650,1233,2394,1605,701,2143,1326,7,13,18,19,13,18
CNAG_05063,1172,2318,1969,2138,1819,1022,2954,2181,15,20,25,21,20,24
CNAG_05064,22,35,23,61,30,44,24,22,0,3,3,1,0,2
CNAG_05065,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CNAG_05066,1412,787,989,937,603,1089,943,752,3,9,8,2,1,2
CNAG_05067,53,65,79,152,70,110,86,81,1,6,2,3,2,2
CNAG_05068,59363,24415,37764,28340,20129,35114,34431,31041,115,417,482,258,161,224
CNAG_05069,3427,3478,3909,5221,3233,3678,5806,3949,9,30,50,67,60,58
CNAG_05070,1247,4132,3819,3954,3372,1158,4482,3133,51,128,170,222,165,180
CNAG_05071,194,291,290,440,288,216,351,288,3,8,7,8,6,0
CNAG_05072,111,34,49,22,18,18,19,11,0,1,2,0,0,1
CNAG_05074,3509,4055,3975,3331,2501,1491,4070,2742,10,39,44,26,23,29
CNAG_05075,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CNAG_05076,770,1540,1673,1163,670,379,980,816,15,45,40,21,9,26
CNAG_05077,6001,8375,7274,5668,4559,4238,10754,6332,13,51,50,33,37,40
CNAG_05078,734,2314,1836,2771,2009,863,2872,2104,13,35,35,38,31,56
CNAG_05079,3,14,20,19,9,6,13,11,0,1,0,3,5,1
CNAG_05080,3717,5561,5134,4911,3798,1849,5534,3606,54,134,147,79,66,97
CNAG_05081,914,1911,1904,1853,1441,800,2662,1906,4,14,9,14,19,19
CNAG_05082,1052,2090,1808,2604,1904,1014,3065,1917,5,18,27,15,10,21
CNAG_05083,4273,5519,5465,4828,4436,4017,8045,5941,1,20,23,12,7,10
CNAG_05084,5677,9068,6966,12273,8799,4326,12228,7596,19,40,42,25,32,21
CNAG_05085,315,716,699,752,647,284,786,622,10,25,36,72,47,62
CNAG_05086,675,481,723,642,487,552,709,822,19,49,44,26,21,31
CNAG_05087,36,105,52,112,70,25,119,76,0,4,2,3,0,0
CNAG_05089,48,54,84,25,10,25,24,26,1,3,0,0,0,0
CNAG_05090,14364,3010,6568,3882,2879,14850,5342,5635,19,46,57,87,57,75
CNAG_05091,940,1529,1394,1700,1533,762,2363,1467,14,19,29,24,22,23
CNAG_05092,12,6,5,0,2,13,15,8,0,0,0,0,0,0
CNAG_05093,6,8,10,8,11,1,14,6,0,0,0,0,1,0
CNAG_05095,1489,1815,1488,2812,2095,1209,3415,2164,2,6,7,10,11,4
CNAG_05096,1602,1705,1769,1776,1671,1470,2523,1846,6,7,10,10,6,7
CNAG_05097,30639,8303,10943,4519,4379,21510,13379,10053,2,10,9,9,6,13
CNAG_05098,1186,1392,1515,1640,1147,825,1892,1453,3,15,14,9,6,10
CNAG_05099,15,29,26,24,21,6,24,24,0,0,0,0,0,1
CNAG_05100,2454,4238,3418,5115,4015,2056,5407,3259,23,69,70,44,33,40
CNAG_05101,420,1743,1220,1498,1391,733,2166,1611,17,38,40,55,47,60
CNAG_05102,267,812,393,1077,798,243,1094,771,1,7,9,10,9,9
CNAG_05103,5146,2533,2859,2457,2113,3738,3436,2946,3,21,11,19,11,19
CNAG_05104,449,368,313,403,246,479,428,463,2,3,1,1,0,2
CNAG_05105,1142,2827,2115,2809,2373,1376,3942,2647,37,102,98,142,113,170
CNAG_05106,728,795,874,670,578,691,1269,897,1,8,12,2,0,4
CNAG_05107,1812,1964,1615,2256,1688,1437,2621,2135,4,11,14,10,4,16
CNAG_05109,7119,5102,8218,3879,3345,7538,10459,8021,54,150,166,43,27,54
CNAG_05110,387,1050,1115,1142,847,356,1498,1096,10,25,36,49,32,48
CNAG_05111,1259,2251,2174,2973,1794,1353,3761,2301,8,15,40,35,26,51
CNAG_05112,771,3181,2278,3705,2830,787,5101,3140,16,45,49,32,16,33
CNAG_05113,1507,3132,3024,4117,2595,1133,4163,2927,15,59,81,17,16,21
CNAG_05114,74,177,84,355,173,82,279,186,0,1,2,0,0,2
CNAG_05115,112,423,158,1002,763,97,489,193,16,48,51,163,93,181
CNAG_05116,355,871,574,801,614,313,1140,751,4,19,19,7,3,9
CNAG_05117,1820,3176,2481,3983,3048,1615,4722,3134,12,47,66,59,42,48
CNAG_05118,1344,1297,1161,1311,964,1347,1543,1295,7,12,10,19,11,18
CNAG_05119,471,577,627,792,604,288,992,600,4,17,11,4,5,8
CNAG_05120,4082,4934,4957,4837,3606,3191,6743,5084,18,29,40,28,11,27
CNAG_05121,2587,2723,3105,2629,2304,2498,3879,2970,10,37,30,28,21,32
CNAG_05122,2600,4152,3629,3223,2588,2229,4532,3710,15,66,74,57,43,59
CNAG_05123,2187,1532,1950,1420,1029,1077,1879,1741,7,16,20,3,7,5
CNAG_05124,1331,2031,1960,2094,1546,956,3069,1931,6,27,20,1,5,7
CNAG_05125,2056,1988,1947,2486,1501,1627,2672,1803,14,59,57,39,35,30
CNAG_05129,27,60,52,187,118,39,80,70,1,1,1,0,0,0
CNAG_05130,713,1099,960,3399,2291,1130,2068,1737,5,30,22,18,12,22
CNAG_05131,8,18,20,15,10,4,30,14,0,0,1,0,0,0
CNAG_05132,12903,8602,10464,9684,7407,13774,15290,10916,60,177,257,326,206,302
CNAG_05134,8137,8409,8225,7712,6457,7345,12995,8581,16,44,43,62,68,72
CNAG_05135,1660,3406,3256,4257,2942,1437,4400,2736,12,53,56,35,30,31
CNAG_05136,3888,7394,6825,13032,8908,4066,10387,7697,39,134,166,88,65,104
CNAG_05137,1671,3203,2590,4678,2831,1384,3846,2388,12,42,52,31,21,29
CNAG_05138,2406,6266,4103,1036,979,238,2143,896,130,306,354,258,202,303
CNAG_05139,2765,3489,3903,3294,2618,1868,4092,3143,19,42,37,26,14,19
CNAG_05140,4572,5733,5051,4572,3821,2815,5753,4239,17,52,49,79,48,82
CNAG_05141,978,2157,2019,2676,2084,826,2612,1957,21,27,32,30,19,26
CNAG_05142,2894,2243,2492,2319,1941,2153,3032,2467,7,28,27,14,9,11
CNAG_05144,126,1243,415,1266,654,176,910,249,57,156,202,250,179,230
CNAG_05145,150,602,340,433,308,135,695,531,3,11,10,26,16,24
CNAG_05146,5122,3573,4317,3719,2950,4095,4982,4117,19,54,62,43,25,24
CNAG_05147,144,354,452,480,347,167,471,477,7,15,8,11,10,15
CNAG_05148,3770,4669,4544,7058,4678,3275,6573,5127,50,96,143,82,51,92
CNAG_05149,443,827,757,1084,663,369,978,610,9,25,30,48,42,46
CNAG_05150,914,2062,1726,2149,1607,812,2835,1725,12,32,35,29,25,46
CNAG_05151,1750,1125,1257,1002,960,2093,1617,1503,9,21,20,22,22,31
CNAG_05152,2435,4339,3803,4029,3454,2429,6402,4339,31,47,57,38,32,38
CNAG_05153,378,994,513,1005,878,186,1085,692,6,20,20,17,12,16
CNAG_05154,939,3511,2521,3940,3269,871,4546,2815,26,67,94,92,73,98
CNAG_05155,4544,6203,7076,3993,4246,3408,7948,5843,16,48,49,46,41,43
CNAG_05156,2578,3782,4140,4049,2623,1319,3855,2904,62,139,144,102,72,107
CNAG_05157,239,147,249,146,144,242,194,247,0,1,1,0,1,2
CNAG_05158,3110,3134,3575,941,628,274,895,688,27,49,70,31,32,17
CNAG_05159,1546,1405,1523,733,449,299,590,517,5,29,34,35,18,28
CNAG_05160,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CNAG_05161,484,568,499,613,354,482,567,426,5,7,12,18,9,13
CNAG_05162,3461,1391,2055,1711,1339,1793,2113,1817,6,17,17,17,8,15
CNAG_05163,223,675,435,550,545,234,835,554,1,1,0,2,1,6
CNAG_05164,791,1673,1260,1808,1462,606,2408,1479,10,28,27,18,14,18
CNAG_05165,1156,878,1105,793,583,758,1192,1058,3,7,16,6,5,4
CNAG_05166,1773,4550,3632,3905,3384,2193,5909,4244,7,36,31,50,39,45
CNAG_05167,171125,39622,78842,25500,18238,84413,66433,51645,94,216,202,160,147,145
CNAG_05168,226,213,197,204,170,277,268,267,0,0,0,2,1,0
CNAG_05169,2307,1700,1064,1342,1131,1567,2575,1711,0,1,3,5,1,4
CNAG_05170,779,2508,1769,2194,1433,600,2255,1636,8,45,44,29,31,21
CNAG_05171,5406,3183,3670,2405,2144,3709,4225,3442,6,18,17,13,17,20
CNAG_05172,3345,8002,6409,6749,5405,2298,9041,5745,28,78,79,34,39,37
CNAG_05173,1280,1619,1580,1624,1301,870,2248,1490,10,19,14,17,23,25
CNAG_05176,268,689,559,794,615,219,1000,647,4,10,14,24,15,25
CNAG_05177,515,933,992,1456,945,598,1392,1298,5,18,44,21,15,28
CNAG_05178,463,310,521,419,335,348,541,471,0,1,0,1,0,1
CNAG_05179,5768,9094,8142,9621,6982,5652,13697,8170,38,96,113,185,133,155
CNAG_05180,2854,2752,3478,4410,3638,1954,3783,3032,19,61,52,36,27,30
CNAG_05181,1839,2897,2669,2137,1929,1257,4160,2695,4,18,20,23,16,22
CNAG_05182,371,1678,1059,1770,1210,446,1898,1381,6,20,19,13,14,14
CNAG_05183,840,1784,1450,3368,2274,869,2619,1767,6,21,33,15,12,13
CNAG_05184,11,12,20,35,17,24,22,27,0,1,0,0,4,0
CNAG_05185,249,228,163,275,207,167,217,221,1,2,5,4,1,0
CNAG_05186,319,810,618,630,461,165,717,562,1,6,9,4,3,10
CNAG_05187,2819,4734,4373,4269,2981,1187,3608,2307,39,86,100,58,46,67
CNAG_05188,79,29,7,43,27,79,46,35,0,1,0,1,1,1
CNAG_05189,219,898,581,1051,747,303,1249,934,4,10,12,25,12,16
CNAG_05190,1573,2771,2200,4840,3497,1476,3577,2629,18,38,33,55,38,62
CNAG_05191,497,1282,929,1271,837,399,1420,1019,13,22,10,9,8,24
CNAG_05192,105,186,150,185,102,103,166,93,2,9,7,3,4,5
CNAG_05193,1240,2203,2275,2774,1879,713,2079,1394,19,59,81,26,10,25
CNAG_05194,500,924,753,1866,1266,631,1408,854,24,85,131,51,22,40
CNAG_05195,6092,8231,7681,9279,7327,4222,11075,7509,18,47,51,25,15,16
CNAG_05196,1035,800,949,936,633,946,1296,957,2,13,7,4,1,6
CNAG_05197,2169,3801,3704,5166,3478,1893,5821,3502,14,31,37,28,23,36
CNAG_05198,2624,3830,5167,5927,4612,2872,6314,5399,28,71,94,47,36,59
CNAG_05199,42187,50051,66556,62871,58373,38995,83571,63318,155,387,487,470,382,492
CNAG_05200,560,1365,1111,1743,1189,565,1939,1232,7,18,25,19,15,25
CNAG_05201,2444,1114,1330,1533,1150,1834,1501,1494,2,5,8,7,10,11
CNAG_05202,1021,1293,1126,1528,1186,1333,1845,1566,6,37,36,45,36,42
CNAG_05212,214,190,194,149,128,166,243,161,0,2,1,3,0,2
CNAG_05215,7808,5157,5536,5800,4596,5904,6422,4924,11,27,36,19,16,13
CNAG_05216,3055,4784,4592,5237,3611,2416,6318,4282,7,14,27,12,4,10
CNAG_05217,504,437,484,521,278,478,558,521,1,4,7,6,5,5
CNAG_05218,5619,8870,9707,6797,4457,3307,9944,6554,50,169,210,68,41,77
CNAG_05219,2661,2805,2806,3103,2195,2214,4926,3048,8,15,27,19,16,17
CNAG_05220,271,293,224,457,272,235,366,332,2,4,4,4,3,5
CNAG_05221,1323,1473,1109,1481,1073,1047,2176,1553,4,18,29,15,10,14
CNAG_05222,1043,2130,1831,2217,1613,806,2301,1638,35,78,67,65,47,68
CNAG_05223,6101,2986,3841,2561,2263,4697,4723,4215,0,3,4,6,3,11
CNAG_05224,67,57,87,95,55,55,98,75,0,3,1,3,1,2
CNAG_05225,3045,2423,2948,3069,2242,2838,3708,2892,16,39,46,31,19,35
CNAG_05226,1801,4021,3660,4168,3331,1780,6547,4063,7,30,20,11,11,29
CNAG_05227,1256,1895,1989,5456,2526,1689,2511,2626,7,26,13,26,10,14
CNAG_05228,253,574,563,971,609,335,674,585,8,21,19,35,21,37
CNAG_05229,5141,4035,5586,3070,2121,7196,11032,8314,39,108,98,64,50,75
CNAG_05230,494,948,720,728,617,365,1232,943,8,12,6,9,9,20
CNAG_05231,2826,3365,3124,3106,2580,2363,4813,3854,3,6,6,4,0,3
CNAG_05232,4476,15562,11264,14512,10998,5899,20760,11506,88,333,399,659,485,622
CNAG_05233,1691,2873,2102,3046,2467,1071,3340,2059,14,41,28,18,14,25
CNAG_05234,758,819,804,1002,734,849,1001,844,8,19,33,37,35,52
CNAG_05235,38872,46875,48988,48226,32687,24723,58517,38256,391,1161,1409,722,535,710
CNAG_05236,2006,2677,2917,2725,2112,1727,4312,2993,11,29,37,25,11,23
CNAG_05237,2698,1597,1803,1642,1143,2484,2161,1840,11,31,23,24,17,25
CNAG_05238,38,170,152,266,129,64,189,162,0,4,2,0,1,1
CNAG_05239,865,832,1087,596,436,647,1331,1183,3,11,9,15,11,12
CNAG_05240,3763,5137,4455,4450,3621,3973,6885,4815,15,22,33,33,20,21
CNAG_05241,1849,1773,1977,1486,1121,1282,2362,1899,7,12,27,20,17,24
CNAG_05242,3192,4277,3930,3674,3285,2773,5794,4023,13,22,36,31,22,45
CNAG_05243,751,1325,1123,1302,857,453,1658,979,16,25,25,13,8,17
CNAG_05244,173,353,330,426,209,146,336,419,0,4,6,2,3,4
CNAG_05245,450,581,423,539,423,327,852,672,3,5,6,2,4,6
CNAG_05246,7303,2619,2591,2614,1815,6281,3667,2504,1,17,19,13,5,18
CNAG_05247,948,1766,1928,2205,1548,1049,2306,1800,8,33,28,43,18,26
CNAG_05248,2060,4090,3246,3870,3639,1654,6056,3743,10,38,52,35,21,27
CNAG_05250,4918,4579,4323,2924,2282,3171,4892,3178,33,78,75,28,39,42
CNAG_05251,6115,1842,3441,1477,952,3877,4887,2659,16,60,54,43,56,45
CNAG_05252,3439,3567,3710,3453,2735,2034,4078,2969,13,53,62,32,21,29
CNAG_05253,3714,2270,2613,1409,1365,1471,2303,1611,14,32,26,10,14,15
CNAG_05254,654,1535,1747,1394,1208,585,1900,1489,7,13,13,9,5,6
CNAG_05255,943,1920,1770,2131,1701,1083,3022,2044,25,59,67,43,40,45
CNAG_05256,3110,2745,2091,2673,2133,1247,2822,2179,14,23,18,16,17,18
CNAG_05258,0,1,0,1,0,0,0,0,0,0,0,0,0,0
CNAG_05259,126,109,83,145,59,94,106,94,0,3,4,0,2,0
CNAG_05260,8046,15549,14283,7002,7007,5290,16525,9205,42,125,138,158,97,139
CNAG_05261,2388,2816,3090,3739,3033,2452,4212,3704,7,32,33,30,20,30
CNAG_05262,620,815,856,1381,1201,412,1330,1052,10,27,26,34,25,38
CNAG_05263,46,47,66,47,29,31,48,41,0,2,4,2,3,2
CNAG_05264,328,2494,891,5380,4427,253,1822,1189,12,32,48,82,39,68
CNAG_05265,1263,1347,1308,1575,1393,1169,1747,1363,5,8,20,64,29,59
CNAG_05266,784,467,356,658,367,920,492,505,0,2,3,3,4,2
CNAG_05267,3708,3357,3397,3980,3206,3871,5138,3514,7,25,40,39,24,43
CNAG_05268,10,5,8,0,0,12,6,3,0,0,0,0,0,0
CNAG_05269,19150,9911,10147,15127,10665,17809,14560,10672,17,42,41,40,30,40
CNAG_05270,403,1016,796,1211,881,408,1271,911,3,13,31,34,20,32
CNAG_05271,834,1326,1104,1699,1049,556,1567,1251,11,25,26,19,15,19
CNAG_05272,716,1033,793,912,799,696,1430,1079,2,6,6,6,3,3
CNAG_05273,7197,2768,3437,3121,2628,6365,5237,3921,7,21,23,51,16,28
CNAG_05274,450,840,542,861,672,401,1128,869,1,10,11,9,5,4
CNAG_05276,2950,2254,2340,2308,1720,2306,2933,2279,11,37,37,19,14,22
CNAG_05277,5719,8269,10464,5894,3734,1526,4781,3106,64,186,241,134,90,123
CNAG_05278,0,0,0,0,0,0,4,1,0,0,0,1,1,0
CNAG_05279,67,49,59,65,37,43,66,73,0,2,3,3,1,1
CNAG_05280,796,1650,1379,1829,1395,735,2031,1380,11,14,28,25,20,22
CNAG_05281,550,368,437,461,312,338,437,431,2,17,14,5,3,7
CNAG_05282,2900,4107,4030,4385,3476,2580,5611,4593,5,22,26,13,24,13
CNAG_05283,1592,906,1004,872,790,1414,1280,1165,4,12,11,7,4,13
CNAG_05284,932,670,763,822,731,722,957,893,1,15,13,8,9,8
CNAG_05285,10430,5899,6818,7094,5559,5345,7530,5338,21,82,93,79,52,72
CNAG_05286,3513,2237,2891,1959,1777,2492,3514,2649,4,9,8,5,3,6
CNAG_05287,1527,1472,1974,1500,1354,1452,2450,1989,5,9,8,7,4,4
CNAG_05288,1180,739,657,942,657,822,962,830,0,0,4,1,0,4
CNAG_05289,71,236,136,523,252,122,281,283,0,7,5,2,1,1
CNAG_05290,244,556,201,790,741,154,1148,453,7,16,17,8,7,6
CNAG_05291,1340,1622,1774,1606,1313,1364,2347,1936,11,25,29,32,20,33
CNAG_05292,19543,25011,29107,19101,19683,15796,41402,28793,39,132,112,103,85,118
CNAG_05293,2079,2932,2090,1575,1192,1520,3346,2409,39,89,93,67,54,68
CNAG_05294,2479,3321,3004,5281,3070,1898,4116,2911,16,38,45,41,30,49
CNAG_05295,3795,2346,3362,2308,1652,3144,3192,2832,6,37,31,28,19,34
CNAG_05296,3469,2698,4266,2316,1771,3105,3307,2889,11,24,42,20,23,21
CNAG_05297,1617,1070,1203,1312,956,1201,1689,1384,0,8,3,4,10,7
